UDI,Product ID,p_failure,rank,alert_topk,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7166,L54345,0.010265034142361634,1551,False,L,300.2,310.1,1392,47.9,201,0,0,0,0,0,0
9747,L56926,0.010265034142361634,1552,False,L,298.8,310.0,1403,45.6,185,0,0,0,0,0,0
1187,L48366,0.010103292041618034,1553,False,L,297.3,308.4,1417,47.8,31,0,0,0,0,0,0
1436,H30849,0.010103292041618034,1554,False,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0
1442,L48621,0.010103292041618034,1555,False,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0
7326,L54505,0.010067101245917049,1556,False,L,299.9,310.4,1419,45.7,178,0,0,0,0,0,0
5403,L52582,0.009817833196602201,1557,False,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0
584,H29997,0.009714069955033811,1558,False,H,297.7,309.6,1697,32.2,210,0,0,0,0,0,0
4843,M19702,0.009714069955033811,1559,False,M,303.3,311.8,1489,49.4,64,0,0,0,0,0,0
5293,M20152,0.009714069955033811,1560,False,M,303.9,313.3,1567,35.0,168,0,0,0,0,0,0
6244,L53423,0.009714069955033811,1561,False,L,301.0,310.4,2204,16.6,175,0,0,0,0,0,0
407,L47586,0.009713340264723135,1562,False,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0
500,L47679,0.009713340264723135,1563,False,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0
1322,L48501,0.009713340264723135,1564,False,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0
2221,M17080,0.009713340264723135,1565,False,M,299.6,309.0,1736,26.1,146,0,0,0,0,0,0
3512,L50691,0.009713340264723135,1566,False,L,301.8,311.0,1322,53.0,166,0,0,0,0,0,0
3661,L50840,0.009713340264723135,1567,False,L,302.3,311.6,1398,49.1,119,0,0,0,0,0,0
3738,L50917,0.009713340264723135,1568,False,L,302.2,311.1,1351,48.6,110,0,0,0,0,0,0
3745,L50924,0.009713340264723135,1569,False,L,302.5,311.4,1409,53.1,126,0,0,0,0,0,0
3880,M18739,0.009713340264723135,1570,False,M,302.6,311.7,1430,51.7,32,0,0,0,0,0,0
5300,L52479,0.009713340264723135,1571,False,L,303.7,313.1,1355,49.1,188,0,0,0,0,0,0
5407,L52586,0.009713340264723135,1572,False,L,302.7,312.4,1360,47.8,11,0,0,0,0,0,0
5691,L52870,0.009713340264723135,1573,False,L,302.3,311.8,1435,44.8,98,0,0,0,0,0,0
5725,L52904,0.009713340264723135,1574,False,L,302.3,311.8,1433,50.3,183,0,0,0,0,0,0
6094,L53273,0.009713340264723135,1575,False,L,301.0,310.8,1375,57.2,20,0,0,0,0,0,0
6280,L53459,0.009713340264723135,1576,False,L,301.3,310.8,1432,54.4,51,0,0,0,0,0,0
6652,M21511,0.009713340264723135,1577,False,M,301.5,310.4,1276,55.6,158,0,0,0,0,0,0
6734,M21593,0.009713340264723135,1578,False,M,301.7,311.0,1311,46.8,136,0,0,0,0,0,0
7410,L54589,0.009713340264723135,1579,False,L,299.8,310.9,2084,17.6,175,0,0,0,0,0,0
501,M15360,0.009523445402869804,1580,False,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0
2066,L49245,0.009523445402869804,1581,False,L,299.7,309.6,1419,45.1,170,0,0,0,0,0,0
2131,L49310,0.009523445402869804,1582,False,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0
2824,M17683,0.009523445402869804,1583,False,M,300.3,309.5,1320,62.2,142,0,0,0,0,0,0
3013,L50192,0.009523445402869804,1584,False,L,300.4,309.6,1432,44.7,192,0,0,0,0,0,0
3602,L50781,0.009523445402869804,1585,False,L,301.7,310.5,1377,43.1,183,0,0,0,0,0,0
3979,L51158,0.009523445402869804,1586,False,L,302.2,311.3,1382,46.4,94,0,0,0,0,0,0
4191,H33604,0.009523445402869804,1587,False,H,302.4,310.9,1444,40.7,174,0,0,0,0,0,0
4457,L51636,0.009523445402869804,1588,False,L,302.3,310.1,1487,46.0,184,0,0,0,0,0,0
4459,L51638,0.009523445402869804,1589,False,L,302.6,310.4,1478,47.7,189,0,0,0,0,0,0
4492,H33905,0.009523445402869804,1590,False,H,302.6,310.4,1409,53.3,52,0,0,0,0,0,0
4595,M19454,0.009523445402869804,1591,False,M,303.0,311.2,1387,41.4,100,0,0,0,0,0,0
4626,L51805,0.009523445402869804,1592,False,L,303.0,311.2,1511,45.7,184,0,0,0,0,0,0
4682,M19541,0.009523445402869804,1593,False,M,303.6,311.8,1659,34.7,94,0,0,0,0,0,0
5252,M20111,0.009523445402869804,1594,False,M,303.4,312.9,1307,54.3,68,0,0,0,0,0,0
5729,M20588,0.009523445402869804,1595,False,M,302.4,311.9,1422,46.4,194,0,0,0,0,0,0
5763,L52942,0.009523445402869804,1596,False,L,301.8,311.2,1334,52.3,68,0,0,0,0,0,0
5797,L52976,0.009523445402869804,1597,False,L,301.7,311.1,1399,55.1,156,0,0,0,0,0,0
5817,L52996,0.009523445402869804,1598,False,L,301.3,311.0,1582,35.6,202,0,0,0,0,0,0
5877,L53056,0.009523445402869804,1599,False,L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0
5985,H35398,0.009523445402869804,1600,False,H,300.7,310.8,1346,52.0,193,0,0,0,0,0,0
5986,L53165,0.009523445402869804,1601,False,L,300.7,310.7,1314,42.4,198,0,0,0,0,0,0
6119,M20978,0.009523445402869804,1602,False,M,300.9,311.1,1325,61.4,88,0,0,0,0,0,0
6123,L53302,0.009523445402869804,1603,False,L,301.0,311.0,1402,55.3,98,0,0,0,0,0,0
6159,L53338,0.009523445402869804,1604,False,L,301.1,311.0,1677,29.1,188,0,0,0,0,0,0
6310,L53489,0.009523445402869804,1605,False,L,300.9,310.2,1382,50.4,131,0,0,0,0,0,0
6459,M21318,0.009523445402869804,1606,False,M,300.6,310.0,1302,62.9,87,0,0,0,0,0,0
6475,M21334,0.009523445402869804,1607,False,M,300.5,309.7,1347,54.3,136,0,0,0,0,0,0
6741,L53920,0.009523445402869804,1608,False,L,301.8,311.2,1417,55.9,156,0,0,0,0,0,0
6780,M21639,0.009523445402869804,1609,False,M,301.3,310.8,1372,54.2,49,0,0,0,0,0,0
6829,L54008,0.009523445402869804,1610,False,L,301.0,310.9,1392,52.9,173,0,0,0,0,0,0
7064,L54243,0.009523445402869804,1611,False,L,300.7,310.4,1234,51.7,160,0,0,0,0,0,0
7286,M22145,0.009523445402869804,1612,False,M,300.2,310.4,1202,61.7,74,0,0,0,0,0,0
7368,M22227,0.009523445402869804,1613,False,M,299.5,310.1,1359,61.1,67,0,0,0,0,0,0
7560,M22419,0.009523445402869804,1614,False,M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0
7602,L54781,0.009523445402869804,1615,False,L,300.4,311.2,1351,62.0,18,0,0,0,0,0,0
8517,L55696,0.009523445402869804,1616,False,L,298.3,309.6,1527,30.9,189,0,0,0,0,0,0
924,M15783,0.009191965918489321,1617,False,M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0
1328,L48507,0.009191965918489321,1618,False,L,298.8,310.2,1814,26.8,204,0,0,0,0,0,0
1413,M16272,0.009191965918489321,1619,False,M,298.8,309.9,1415,53.2,194,0,0,0,0,0,0
1473,M16332,0.009191965918489321,1620,False,M,298.5,309.6,1438,44.5,124,0,0,0,0,0,0
2344,L49523,0.009191965918489321,1621,False,L,299.1,308.3,1305,61.4,17,0,0,0,0,0,0
2498,M17357,0.009191965918489321,1622,False,M,299.2,308.9,1521,42.3,215,0,0,0,0,0,0
2709,L49888,0.009191965918489321,1623,False,L,299.6,309.1,2266,15.3,79,0,0,0,0,0,0
2995,L50174,0.009191965918489321,1624,False,L,300.5,309.8,1461,52.5,146,0,0,0,0,0,0
3017,L50196,0.009191965918489321,1625,False,L,300.5,309.8,1441,48.8,200,0,0,0,0,0,0
3285,H32698,0.009191965918489321,1626,False,H,301.2,309.9,1362,50.7,25,0,0,0,0,0,0
3517,L50696,0.009191965918489321,1627,False,L,302.0,311.1,1402,47.8,182,0,0,0,0,0,0
3639,M18498,0.009191965918489321,1628,False,M,302.3,311.5,1445,44.8,65,0,0,0,0,0,0
3687,L50866,0.009191965918489321,1629,False,L,302.0,311.1,1406,50.5,187,0,0,0,0,0,0
3695,M18554,0.009191965918489321,1630,False,M,302.1,311.3,1511,45.0,204,0,0,0,0,0,0
3852,H33265,0.009191965918489321,1631,False,H,302.2,310.9,1415,48.4,185,0,0,0,0,0,0
4318,M19177,0.009191965918489321,1632,False,M,301.5,310.0,1417,44.6,49,0,0,0,0,0,0
4339,L51518,0.009191965918489321,1633,False,L,301.6,309.9,1397,43.7,102,0,0,0,0,0,0
4840,H34253,0.009191965918489321,1634,False,H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0
5807,L52986,0.009191965918489321,1635,False,L,301.4,310.9,1440,45.4,177,0,0,0,0,0,0
6491,L53670,0.009191965918489321,1636,False,L,300.7,309.9,1383,44.5,176,0,0,0,0,0,0
6671,L53850,0.009191965918489321,1637,False,L,301.5,310.6,1998,20.2,210,0,0,0,0,0,0
6840,L54019,0.009191965918489321,1638,False,L,301.2,311.2,1558,34.1,204,0,0,0,0,0,0
7172,M22031,0.009191965918489321,1639,False,M,300.2,310.2,1438,51.5,7,0,0,0,0,0,0
7214,M22073,0.009191965918489321,1640,False,M,299.8,309.8,1427,45.2,106,0,0,0,0,0,0
8153,L55332,0.009191965918489321,1641,False,L,299.5,310.7,1438,45.7,106,0,0,0,0,0,0
8388,L55567,0.009191965918489321,1642,False,L,298.8,309.9,1351,47.2,73,0,0,0,0,0,0
8389,L55568,0.009191965918489321,1643,False,L,298.9,309.9,1365,46.5,75,0,0,0,0,0,0
8603,L55782,0.009191965918489321,1644,False,L,297.4,308.1,1729,31.7,204,0,0,0,0,0,0
9097,L56276,0.009191965918489321,1645,False,L,297.2,308.1,1712,30.9,204,0,0,0,0,0,0
9489,M24348,0.009191965918489321,1646,False,M,298.9,309.6,1567,34.5,204,0,0,0,0,0,0
9576,M24435,0.009191965918489321,1647,False,M,299.6,310.8,1603,35.4,202,0,0,0,0,0,0
38,L47217,0.009146040375276256,1648,False,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0
2854,M17713,0.009146040375276256,1649,False,M,300.5,309.3,1539,39.1,216,0,0,0,0,0,0
3271,L50450,0.009146040375276256,1650,False,L,301.4,310.1,1937,21.8,205,0,0,0,0,0,0
3610,M18469,0.009146040375276256,1651,False,M,301.7,310.9,1644,32.5,201,0,0,0,0,0,0
3703,L50882,0.009146040375276256,1652,False,L,302.0,311.2,1434,44.9,15,0,0,0,0,0,0
5503,L52682,0.009146040375276256,1653,False,L,302.6,312.1,1439,52.3,35,0,0,0,0,0,0
7218,L54397,0.009146040375276256,1654,False,L,299.9,309.8,1716,28.2,117,0,0,0,0,0,0
3176,L50355,0.009074945371882278,1655,False,L,300.3,309.6,1468,44.7,179,0,0,0,0,0,0
3472,L50651,0.009074945371882278,1656,False,L,301.8,310.7,1441,49.3,58,0,0,0,0,0,0
3901,M18760,0.009074945371882278,1657,False,M,302.1,311.1,1450,51.6,86,0,0,0,0,0,0
5485,M20344,0.009074945371882278,1658,False,M,302.5,312.0,1826,25.3,203,0,0,0,0,0,0
6069,M20928,0.009074945371882278,1659,False,M,301.0,310.9,2047,17.9,178,0,0,0,0,0,0
6335,M21194,0.009074945371882278,1660,False,M,300.4,309.8,1725,30.4,195,0,0,0,0,0,0
6795,L53974,0.009074945371882278,1661,False,L,301.3,310.8,1428,55.2,88,0,0,0,0,0,0
7369,M22228,0.009074945371882278,1662,False,M,299.6,310.2,1620,30.0,70,0,0,0,0,0,0
9004,L56183,0.009074945371882278,1663,False,L,297.1,307.9,1342,49.1,179,0,0,0,0,0,0
6889,M21748,0.00901410736631192,1664,False,M,300.9,311.4,1434,45.4,118,0,0,0,0,0,0
1825,L49004,0.008972481215541981,1665,False,L,298.1,307.5,1391,57.4,161,0,0,0,0,0,0
1877,L49056,0.008972481215541981,1666,False,L,298.3,308.0,1242,62.0,98,0,0,0,0,0,0
2103,L49282,0.008972481215541981,1667,False,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0
2211,L49390,0.008972481215541981,1668,False,L,299.7,309.2,1401,54.1,118,0,0,0,0,0,0
2478,L49657,0.008972481215541981,1669,False,L,298.9,308.5,1387,57.3,154,0,0,0,0,0,0
2561,M17420,0.008972481215541981,1670,False,M,299.4,309.1,1326,62.0,142,0,0,0,0,0,0
2651,L49830,0.008972481215541981,1671,False,L,299.9,309.6,1280,59.3,163,0,0,0,0,0,0
3914,M18773,0.008972481215541981,1672,False,M,302.4,311.4,1675,29.6,128,0,0,0,0,0,0
4368,H33781,0.008972481215541981,1673,False,H,302.0,309.9,1447,42.8,185,0,0,0,0,0,0
5474,L52653,0.008972481215541981,1674,False,L,302.7,312.2,1369,51.8,174,0,0,0,0,0,0
5526,M20385,0.008972481215541981,1675,False,M,302.6,312.0,1363,45.7,91,0,0,0,0,0,0
5633,L52812,0.008972481215541981,1676,False,L,302.7,312.2,1376,52.8,164,0,0,0,0,0,0
5951,L53130,0.008972481215541981,1677,False,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0
6227,H35640,0.008972481215541981,1678,False,H,301.3,311.0,1341,59.3,134,0,0,0,0,0,0
6980,L54159,0.008972481215541981,1679,False,L,300.9,311.2,1353,60.4,139,0,0,0,0,0,0
7890,M22749,0.008972481215541981,1680,False,M,300.7,312.4,1371,61.7,102,0,0,0,0,0,0
8325,M23184,0.008972481215541981,1681,False,M,298.7,309.5,1394,46.0,113,0,0,0,0,0,0
8488,L55667,0.008972481215541981,1682,False,L,298.4,309.4,1392,50.1,117,0,0,0,0,0,0
8491,M23350,0.008972481215541981,1683,False,M,298.5,309.6,1364,58.7,123,0,0,0,0,0,0
8602,H38015,0.008972481215541981,1684,False,H,297.4,308.2,1359,46.9,199,0,0,0,0,0,0
1586,L48765,0.008885050510028946,1685,False,L,298.2,308.3,1400,48.7,194,0,0,0,0,0,0
1754,L48933,0.008885050510028946,1686,False,L,298.2,307.5,1470,51.3,180,0,0,0,0,0,0
1993,L49172,0.008885050510028946,1687,False,L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0
2032,L49211,0.008885050510028946,1688,False,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0
2071,L49250,0.008885050510028946,1689,False,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0
2624,M17483,0.008885050510028946,1690,False,M,299.6,309.4,1283,62.1,83,0,0,0,0,0,0
2909,L50088,0.008885050510028946,1691,False,L,300.7,309.5,1251,59.9,120,0,0,0,0,0,0
2993,M17852,0.008885050510028946,1692,False,M,300.5,309.7,1685,29.4,140,0,0,0,0,0,0
3294,M18153,0.008885050510028946,1693,False,M,301.2,310.3,1357,54.5,49,0,0,0,0,0,0
3307,L50486,0.008885050510028946,1694,False,L,301.4,310.5,1432,54.3,81,0,0,0,0,0,0
3353,L50532,0.008885050510028946,1695,False,L,301.4,310.8,1610,34.6,187,0,0,0,0,0,0
3417,L50596,0.008885050510028946,1696,False,L,301.5,310.5,1435,44.6,135,0,0,0,0,0,0
3572,M18431,0.008885050510028946,1697,False,M,301.7,310.6,1691,27.7,105,0,0,0,0,0,0
3739,M18598,0.008885050510028946,1698,False,M,302.3,311.2,1454,43.8,112,0,0,0,0,0,0
3934,L51113,0.008885050510028946,1699,False,L,302.6,311.6,1576,34.7,182,0,0,0,0,0,0
4432,H33845,0.008885050510028946,1700,False,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0
4433,L51612,0.008885050510028946,1701,False,L,302.4,310.2,1445,46.4,125,0,0,0,0,0,0
4547,M19406,0.008885050510028946,1702,False,M,302.5,310.4,1429,43.2,191,0,0,0,0,0,0
4684,L51863,0.008885050510028946,1703,False,L,303.6,311.8,1736,32.9,99,0,0,0,0,0,0
4695,L51874,0.008885050510028946,1704,False,L,303.4,311.5,1424,50.8,128,0,0,0,0,0,0
4739,M19598,0.008885050510028946,1705,False,M,303.2,311.4,2102,19.0,5,0,0,0,0,0,0
5299,M20158,0.008885050510028946,1706,False,M,303.7,313.1,2130,18.1,185,0,0,0,0,0,0
5328,M20187,0.008885050510028946,1707,False,M,303.5,312.7,2116,16.7,45,0,0,0,0,0,0
5475,M20334,0.008885050510028946,1708,False,M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0
5575,L52754,0.008885050510028946,1709,False,L,302.4,312.0,1305,49.1,16,0,0,0,0,0,0
5721,L52900,0.008885050510028946,1710,False,L,302.3,311.9,1434,51.9,173,0,0,0,0,0,0
5770,L52949,0.008885050510028946,1711,False,L,301.7,311.3,1348,51.0,87,0,0,0,0,0,0
5859,L53038,0.008885050510028946,1712,False,L,301.3,311.0,1348,44.5,78,0,0,0,0,0,0
5907,L53086,0.008885050510028946,1713,False,L,300.7,310.3,1533,35.6,198,0,0,0,0,0,0
6250,L53429,0.008885050510028946,1714,False,L,300.7,310.1,1542,35.5,191,0,0,0,0,0,0
6251,L53430,0.008885050510028946,1715,False,L,300.8,310.2,1520,37.7,193,0,0,0,0,0,0
6253,L53432,0.008885050510028946,1716,False,L,300.8,310.3,1538,36.1,198,0,0,0,0,0,0
6267,L53446,0.008885050510028946,1717,False,L,300.8,310.4,1368,46.8,21,0,0,0,0,0,0
6453,L53632,0.008885050510028946,1718,False,L,300.7,310.1,1376,50.8,75,0,0,0,0,0,0
6551,L53730,0.008885050510028946,1719,False,L,301.3,310.7,1516,46.0,119,0,0,0,0,0,0
6797,M21656,0.008885050510028946,1720,False,M,301.3,310.7,1300,58.3,92,0,0,0,0,0,0
6801,M21660,0.008885050510028946,1721,False,M,301.1,310.6,1310,48.8,103,0,0,0,0,0,0
6802,L53981,0.008885050510028946,1722,False,L,301.1,310.7,1334,48.2,106,0,0,0,0,0,0
6961,L54140,0.008885050510028946,1723,False,L,300.7,311.0,1413,52.0,91,0,0,0,0,0,1
7278,L54457,0.008885050510028946,1724,False,L,300.1,310.2,1475,54.2,53,0,0,0,0,0,0
8142,L55321,0.008885050510028946,1725,False,L,299.6,310.8,1393,49.9,78,0,0,0,0,0,0
6037,M20896,0.008883169899746074,1726,False,M,300.6,311.0,1401,54.6,94,0,0,0,0,0,0
5890,M20749,0.008861499605256817,1727,False,M,301.4,311.0,1234,55.8,152,0,0,0,0,0,0
291,L47470,0.008553571025648464,1728,False,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0
672,L47851,0.008553571025648464,1729,False,L,297.5,308.9,1554,34.8,204,0,0,0,0,0,0
752,M15611,0.008553571025648464,1730,False,M,296.8,308.1,1843,24.2,212,0,0,0,0,0,0
908,M15767,0.008553571025648464,1731,False,M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0
2745,L49924,0.008553571025648464,1732,False,L,299.7,309.2,1620,30.0,168,0,0,0,0,0,0
2850,L50029,0.008553571025648464,1733,False,L,300.4,309.3,1766,28.2,207,0,0,0,0,0,0
2997,M17856,0.008553571025648464,1734,False,M,300.5,309.8,1508,37.8,150,0,0,0,0,0,0
3023,L50202,0.008553571025648464,1735,False,L,300.5,309.6,1760,30.6,213,0,0,0,0,0,0
3302,L50481,0.008553571025648464,1736,False,L,301.3,310.5,1365,47.7,70,0,0,0,0,0,0
3507,H32920,0.008553571025648464,1737,False,H,301.6,310.8,1435,47.2,152,0,0,0,0,0,0
3515,H32928,0.008553571025648464,1738,False,H,301.9,311.0,1430,49.8,174,0,0,0,0,0,0
3591,L50770,0.008553571025648464,1739,False,L,301.8,310.6,1403,46.8,151,0,0,0,0,0,0
3697,L50876,0.008553571025648464,1740,False,L,302.1,311.2,1454,46.8,0,0,0,0,0,0,0
4236,L51415,0.008553571025648464,1741,False,L,302.2,310.8,1438,41.4,66,0,0,0,0,0,0
4801,M19660,0.008553571025648464,1742,False,M,303.5,312.5,1353,51.0,172,0,0,0,0,0,0
4922,L52101,0.008553571025648464,1743,False,L,303.4,312.3,1287,54.8,54,0,0,0,0,0,0
4976,L52155,0.008553571025648464,1744,False,L,303.7,312.7,1426,45.5,192,0,0,0,0,0,0
4979,L52158,0.008553571025648464,1745,False,L,303.6,312.7,1429,47.7,198,0,0,0,0,0,0
5212,L52391,0.008553571025648464,1746,False,L,303.7,312.5,1433,53.6,185,0,0,0,0,0,0
5305,L52484,0.008553571025648464,1747,False,L,303.9,313.1,1425,49.3,199,0,0,0,0,0,0
5384,L52563,0.008553571025648464,1748,False,L,302.8,312.3,1504,40.3,204,0,0,0,0,0,0
5981,M20840,0.008553571025648464,1749,False,M,300.6,310.7,1654,32.0,180,0,0,0,0,0,0
6017,L53196,0.008553571025648464,1750,False,L,300.7,310.7,1425,45.3,48,0,0,0,0,0,0
6041,M20900,0.008553571025648464,1751,False,M,300.7,311.1,1438,46.6,103,0,0,0,0,0,0
6333,M21192,0.008553571025648464,1752,False,M,300.5,309.9,1994,19.8,189,0,0,0,0,0,0
6633,L53812,0.008553571025648464,1753,False,L,301.4,310.4,1301,51.2,112,0,0,0,0,0,0
6923,L54102,0.008553571025648464,1754,False,L,301.2,311.7,1463,48.3,204,0,0,0,0,0,0
7073,M21932,0.008553571025648464,1755,False,M,300.7,310.6,1439,41.7,184,0,0,0,0,0,0
7290,L54469,0.008553571025648464,1756,False,L,300.3,310.6,1433,53.8,86,0,0,0,0,0,0
2249,M17108,0.008507645482435398,1757,False,M,299.3,308.5,1304,60.6,8,0,0,0,0,0,0
2269,L49448,0.008507645482435398,1758,False,L,299.2,308.5,1438,46.6,63,0,0,0,0,0,0
3980,L51159,0.008507645482435398,1759,False,L,302.3,311.3,1439,41.8,96,0,0,0,0,0,0
4048,L51227,0.008507645482435398,1760,False,L,301.9,311.0,1455,46.0,29,0,0,0,0,0,0
6013,H35426,0.008507645482435398,1761,False,H,300.8,310.9,1425,44.0,33,0,0,0,0,0,0
6107,L53286,0.008507645482435398,1762,False,L,300.9,311.0,1432,48.1,59,0,0,0,0,0,0
6193,L53372,0.008507645482435398,1763,False,L,301.0,310.9,1428,45.3,47,0,0,0,0,0,0
7216,L54395,0.008507645482435398,1764,False,L,299.9,309.8,1477,47.7,112,0,0,0,0,0,0
7497,L54676,0.008507645482435398,1765,False,L,300.2,311.8,1464,44.5,179,0,0,0,0,0,0
9785,M24644,0.008507645482435398,1766,False,M,298.7,309.8,1435,48.8,71,0,0,0,0,0,0
69,L47248,0.008421350600640448,1767,False,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0
914,L48093,0.008421350600640448,1768,False,L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0
999,M15858,0.008421350600640448,1769,False,M,296.4,307.2,2071,19.4,183,0,0,0,0,0,0
2407,L49586,0.008421350600640448,1770,False,L,299.1,308.6,1437,41.6,183,0,0,0,0,0,0
3573,L50752,0.008421350600640448,1771,False,L,301.8,310.6,1451,50.7,108,0,0,0,0,0,0
6638,H36051,0.008421350600640448,1772,False,H,301.5,310.5,1453,48.0,124,0,0,0,0,0,0
9984,L57163,0.008421350600640448,1773,False,L,298.7,308.4,1694,28.7,195,0,0,0,0,0,0
60,L47239,0.008334086322701124,1774,False,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0
495,L47674,0.008334086322701124,1775,False,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0
1573,L48752,0.008334086322701124,1776,False,L,298.2,308.3,1230,59.6,162,0,0,0,0,0,0
2143,L49322,0.008334086322701124,1777,False,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0
2715,M17574,0.008334086322701124,1778,False,M,299.6,309.1,1366,55.2,95,0,0,0,0,0,0
3727,M18586,0.008334086322701124,1779,False,M,302.3,311.2,1505,36.7,78,0,0,0,0,0,0
5029,M19888,0.008334086322701124,1780,False,M,303.9,313.2,1630,29.3,104,0,0,0,0,0,0
5546,H34959,0.008334086322701124,1781,False,H,302.2,311.6,1357,44.2,142,0,0,0,0,0,0
5552,H34965,0.008334086322701124,1782,False,H,302.4,311.9,1366,47.3,162,0,0,0,0,0,0
5557,H34970,0.008334086322701124,1783,False,H,302.5,312.0,1357,42.0,179,0,0,0,0,0,0
5646,M20505,0.008334086322701124,1784,False,M,302.5,312.0,1591,29.4,192,0,0,0,0,0,0
5698,L52877,0.008334086322701124,1785,False,L,302.5,311.9,1354,49.4,117,0,0,0,0,0,0
5974,L53153,0.008334086322701124,1786,False,L,300.5,310.8,1354,51.8,157,0,0,0,0,0,0
7223,M22082,0.008334086322701124,1787,False,M,299.8,309.7,1320,61.7,134,0,0,0,0,0,0
7494,L54673,0.008334086322701124,1788,False,L,300.2,311.7,1448,54.2,173,0,0,0,0,0,0
8839,L56018,0.008334086322701124,1789,False,L,297.5,309.0,1320,54.7,179,0,0,0,0,0,0
9951,L57130,0.008334086322701124,1790,False,L,298.1,307.8,1413,54.1,113,0,0,0,0,0,0
9952,L57131,0.008334086322701124,1791,False,L,298.2,307.8,1355,59.4,115,0,0,0,0,0,0
237,L47416,0.008231455738787117,1792,False,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0
239,L47418,0.008231455738787117,1793,False,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0
911,L48090,0.008231455738787117,1794,False,L,295.5,306.0,1546,35.9,169,0,0,0,0,0,0
1078,L48257,0.008231455738787117,1795,False,L,296.8,307.6,1547,36.5,179,0,0,0,0,0,0
1759,L48938,0.008231455738787117,1796,False,L,298.1,307.4,1608,33.9,193,0,0,0,0,0,0
2070,H31483,0.008231455738787117,1797,False,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0
2227,M17086,0.008231455738787117,1798,False,M,299.6,308.9,1685,27.8,161,0,0,0,0,0,0
2233,L49412,0.008231455738787117,1799,False,L,299.5,308.6,1672,30.5,177,0,0,0,0,0,0
2446,H31859,0.008231455738787117,1800,False,H,299.2,308.7,1375,55.1,78,0,0,0,0,0,0
2893,L50072,0.008231455738787117,1801,False,L,300.7,309.6,1329,54.3,80,0,0,0,0,0,0
2984,L50163,0.008231455738787117,1802,False,L,300.6,309.6,1290,57.4,119,0,0,0,0,0,0
3066,M17925,0.008231455738787117,1803,False,M,300.1,309.2,1687,27.7,95,0,0,0,0,0,1
3269,M18128,0.008231455738787117,1804,False,M,301.3,310.1,1525,37.8,199,0,0,0,0,0,0
3439,L50618,0.008231455738787117,1805,False,L,301.4,310.4,1471,37.5,193,0,0,0,0,0,0
3562,L50741,0.008231455738787117,1806,False,L,301.7,310.6,1486,38.5,78,0,0,0,0,0,0
3766,M18625,0.008231455738787117,1807,False,M,302.4,311.1,1443,51.8,178,0,0,0,0,0,0
4624,L51803,0.008231455738787117,1808,False,L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0
4625,M19484,0.008231455738787117,1809,False,M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0
4767,M19626,0.008231455738787117,1810,False,M,303.6,312.0,1645,35.7,81,0,0,0,0,0,0
4850,M19709,0.008231455738787117,1811,False,M,303.5,312.0,1475,42.9,85,0,0,0,0,0,0
4971,L52150,0.008231455738787117,1812,False,L,303.8,312.6,1565,36.0,179,0,0,0,0,0,0
5518,L52697,0.008231455738787117,1813,False,L,302.6,311.9,1448,49.5,72,0,0,0,0,0,0
5634,L52813,0.008231455738787117,1814,False,L,302.7,312.2,1447,47.5,166,0,0,0,0,0,0
5809,L52988,0.008231455738787117,1815,False,L,301.4,311.0,1733,25.7,182,0,0,0,0,0,0
6063,M20922,0.008231455738787117,1816,False,M,301.1,311.2,1407,53.0,165,0,0,0,0,0,0
6663,M21522,0.008231455738787117,1817,False,M,301.3,310.4,2093,18.7,190,0,0,0,0,0,0
